Timestamp,SlideEvent,Data,Gaze.X,Gaze.Y,Fixation.X,Fixation.Y,Fixation.Start,Fixation.End,Fixation.Duration
686,,Id:M;X:961;Y:540,,,,,,,
710,,Id:M;X:967;Y:540,,,,,,,
734,,Id:M;X:981;Y:540,,,,,,,
758,,Id:M;X:1009;Y:540,848.5,508,839.936602094156,508.865753713459,553.4961,1011.8225,458.3264
782,,Id:M;X:1049;Y:540,,,,,,,
807,,Id:M;X:1121;Y:540,,,,,,,
830,,Id:M;X:1221;Y:540,,,,,,,
854,,Id:M;X:1332;Y:540,,,,,,,
878,,Id:M;X:1415;Y:530,,,,,,,
903,,Id:M;X:1447;Y:529,,,,,,,
1367,,Id:M;X:1448;Y:529,,,,,,,
1390,,Id:M;X:1470;Y:531,,,,,,,
1414,,Id:M;X:1501;Y:532,,,,,,,
1438,,Id:M;X:1548;Y:532,,,,,,,
1462,,Id:M;X:1608;Y:543,,,,,,,
1486,,Id:M;X:1665;Y:553,,,,,,,
1510,,Id:M;X:1734;Y:562,,,,,,,
1534,,Id:M;X:1805;Y:562,,,,,,,
1559,,Id:M;X:1876;Y:554,,,,,,,
1583,,Id:M;X:1954;Y:530,340,137.5,349.925925925926,138.962962962963,1528.5001,1753.5009,225.0008
1606,,Id:M;X:1940;Y:496,,,,,,,
1630,,Id:M;X:1940;Y:457,,,,,,,
1654,,Id:M;X:1944;Y:427,,,,,,,
1678,,Id:M;X:1926;Y:412,,,,,,,
1702,,Id:M;X:1919;Y:407,,,,,,,
1726,,Id:M;X:1919;Y:406,,,,,,,
1750,,Id:M;X:1919;Y:406,,,,,,,
1855,,Id:M;X:1919;Y:405,,,,,,,
1887,,Id:M;X:1919;Y:405,,,,,,,
1943,,Id:M;X:1918;Y:405,,,,,,,
1966,,Id:M;X:1917;Y:405,218,25.5,220.189620456146,33.2070089138894,1786.8417,2036.8361,249.9944
1990,,Id:M;X:1917;Y:405,,,,,,,
2015,,Id:M;X:1915;Y:406,,,,,,,
20680,,Id:K;KeyCode:160;Key:LShiftKey,,,,,,,
21185,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21216,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21247,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21278,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21309,,Id:K;KeyCode:65696;Key:Shift LShiftKey,781,90,781.76442987873,97.4247428015989,21112.9113,22254.6169,1141.7056
21341,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21372,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21403,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21434,,Id:K;KeyCode:65696;Key:Shift LShiftKey,802.5,95,781.76442987873,97.4247428015989,21112.9113,22254.6169,1141.7056
21470,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21501,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21531,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21563,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
21591,,Id:K;KeyCode:65607;Key:Shift G,,,,,,,
22399,,Id:K;KeyCode:65617;Key:Shift Q,,,,,,,
23546,,Id:K;KeyCode:56;Key:D8,,,,,,,
25143,,Id:M;X:1914;Y:406,,,,,,,
25166,,Id:M;X:1900;Y:406,,,,,,,
25190,,Id:M;X:1885;Y:408,,,,,,,
25214,,Id:M;X:1878;Y:411,,,,,,,
25351,,Id:M;X:1877;Y:412,,,,,,,
25374,,Id:M;X:1876;Y:413,,,,,,,
25398,,Id:M;X:1875;Y:416,,,,,,,
25422,,Id:M;X:1872;Y:421,,,,,,,
25446,,Id:M;X:1871;Y:426,,,,,,,
25470,,Id:M;X:1871;Y:435,,,,,,,
25495,,Id:M;X:1870;Y:448,,,,,,,
25519,,Id:M;X:1864;Y:468,,,,,,,
25543,,Id:M;X:1850;Y:496,,,,,,,
25567,,Id:M;X:1831;Y:525,785.5,113,808.60269437402,121.028207921251,25262.7385,25629.3857,366.647199999999
25590,,Id:M;X:1813;Y:553,,,,,,,
25615,,Id:M;X:1792;Y:576,,,,,,,
25638,,Id:M;X:1769;Y:597,,,,,,,
25662,,Id:M;X:1747;Y:607,,,,,,,
25687,,Id:M;X:1729;Y:609,,,,,,,
25710,,Id:M;X:1705;Y:603,,,,,,,
25735,,Id:M;X:1668;Y:591,,,,,,,
25759,,Id:M;X:1616;Y:570,,,,,,,
25783,,Id:M;X:1537;Y:540,,,,,,,
25806,,Id:M;X:1462;Y:503,,,,,,,
25830,,Id:M;X:1389;Y:465,,,,,,,
25855,,Id:M;X:1302;Y:421,,,,,,,
25878,,Id:M;X:1238;Y:382,,,,,,,
25902,,Id:M;X:1190;Y:347,,,,,,,
25927,,Id:M;X:1140;Y:304,,,,,,,
25951,,Id:M;X:1110;Y:272,,,,,,,
25974,,Id:M;X:1087;Y:242,,,,,,,
25999,,Id:M;X:1066;Y:213,,,,,,,
26022,,Id:M;X:1046;Y:187,,,,,,,
26046,,Id:M;X:1029;Y:164,,,,,,,
26070,,Id:M;X:1017;Y:139,,,,,,,
26094,,Id:M;X:1013;Y:117,,,,,,,
26118,,Id:M;X:1013;Y:98,,,,,,,
26143,,Id:M;X:1010;Y:77,,,,,,,
26167,,Id:M;X:1004;Y:63,1037,118.5,1023.00858296669,130.882094245723,26054.4017,26312.7729,258.371199999998
26190,,Id:M;X:1000;Y:52,,,,,,,
26215,,Id:M;X:997;Y:45,,,,,,,
26238,,Id:M;X:996;Y:41,,,,,,,
26303,,Id:M;X:996;Y:41,,,,,,,
26326,,Id:M;X:995;Y:47,,,,,,,
26350,,Id:M;X:993;Y:55,851,78.5,864.53479236761,67.7870942538498,26337.7665,26579.4089,241.642400000004
26374,,Id:M;X:993;Y:63,,,,,,,
26398,,Id:M;X:993;Y:72,,,,,,,
26422,,Id:M;X:993;Y:81,,,,,,,
26446,,Id:M;X:993;Y:92,,,,,,,
26470,,Id:M;X:993;Y:102,,,,,,,
26494,,Id:M;X:993;Y:111,,,,,,,
26519,,Id:M;X:992;Y:118,,,,,,,
26543,,Id:M;X:991;Y:121,,,,,,,
26671,,Id:M;X:991;Y:122,,,,,,,
26846,,Id:M;X:991;Y:122,,,,,,,
26878,,Id:M;X:991;Y:124,,,,,,,
26902,,Id:M;X:991;Y:126,,,,,,,
26935,,Id:M;X:992;Y:128,,,,,,,
26959,,Id:M;X:993;Y:129,970.5,97.5,966.085522396414,103.980972641376,26612.7505,27221.0841,608.333599999998
26983,,Id:M;X:993;Y:130,,,,,,,
27006,,Id:M;X:994;Y:132,,,,,,,
27030,,Id:M;X:994;Y:133,,,,,,,
27127,,Id:M;X:994;Y:133;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,,,,,,,
27230,,Id:M;X:994;Y:133,,,,,,,
27230,,Id:M;X:994;Y:133;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,,,,,,,
27247,,Id:M;X:996;Y:133,,,,,,,
27271,,Id:M;X:1002;Y:131,,,,,,,
28853,,Id:K;KeyCode:160;Key:LShiftKey,,,,,,,
29359,,Id:K;KeyCode:65696;Key:Shift LShiftKey,797.5,78,,,,,
29390,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29421,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29453,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29484,,Id:K;KeyCode:65696;Key:Shift LShiftKey,730,81.5,753.819517891891,79.0269719794148,29362.7737,30729.4753,1366.7016
29520,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29550,,Id:K;KeyCode:65696;Key:Shift LShiftKey,748.5,68,753.819517891891,79.0269719794148,29362.7737,30729.4753,1366.7016
29581,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29611,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29642,,Id:K;KeyCode:65696;Key:Shift LShiftKey,766,82.5,753.819517891891,79.0269719794148,29362.7737,30729.4753,1366.7016
29675,,Id:K;KeyCode:65696;Key:Shift LShiftKey,749.5,90.5,753.819517891891,79.0269719794148,29362.7737,30729.4753,1366.7016
29705,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29736,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29767,,Id:K;KeyCode:65696;Key:Shift LShiftKey,736.5,67,753.819517891891,79.0269719794148,29362.7737,30729.4753,1366.7016
29798,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29830,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29861,,Id:K;KeyCode:65696;Key:Shift LShiftKey,,,,,,,
29874,,Id:K;KeyCode:65607;Key:Shift G,,,,,,,
31066,,Id:K;KeyCode:65617;Key:Shift Q,,,,,,,
33291,,Id:K;KeyCode:56;Key:D8,,,,,,,
33925,,Id:K;KeyCode:51;Key:D3,,,,,,,
34525,,Id:K;KeyCode:57;Key:D9,,,,,,,
37510,,Id:M;X:1005;Y:130,,,,,,,
37535,,Id:M;X:1006;Y:142,,,,,,,
37558,,Id:M;X:1006;Y:147,,,,,,,
37583,,Id:M;X:1007;Y:147,,,,,,,
37662,,Id:M;X:1007;Y:147,,,,,,,
37687,,Id:M;X:1009;Y:150,,,,,,,
37711,,Id:M;X:1010;Y:153,,,,,,,
37743,,Id:M;X:1010;Y:154,949,214.5,944.642857142857,221.761904761905,37580.0625,37755.0657,175.003199999999
37767,,Id:M;X:1011;Y:156,,,,,,,
37791,,Id:M;X:1013;Y:162,,,,,,,
37814,,Id:M;X:1016;Y:170,,,,,,,
37839,,Id:M;X:1019;Y:176,,,,,,,
37862,,Id:M;X:1020;Y:180,,,,,,,
37887,,Id:M;X:1021;Y:182,,,,,,,
37910,,Id:M;X:1021;Y:184,,,,,,,
37943,,Id:M;X:1021;Y:187,968,200.5,1000.69697865419,183.385676774065,37771.7689,38330.1057,558.336799999997
37966,,Id:M;X:1021;Y:189,,,,,,,
37990,,Id:M;X:1021;Y:190,,,,,,,
38014,,Id:M;X:1021;Y:193,,,,,,,
38039,,Id:M;X:1021;Y:194,,,,,,,
38119,,Id:M;X:1021;Y:196,,,,,,,
38143,,Id:M;X:1020;Y:198,955,160.5,1000.69697865419,183.385676774065,37771.7689,38330.1057,558.336799999997
38167,,Id:M;X:1019;Y:201,,,,,,,
38190,,Id:M;X:1016;Y:204,,,,,,,
38222,,Id:M;X:1015;Y:207,,,,,,,
38247,,Id:M;X:1015;Y:207,,,,,,,
38295,,Id:M;X:1015;Y:207;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,,,,,,,
38415,,Id:M;X:1015;Y:207;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,,,,,,,
38430,,Id:M;X:1015;Y:207,,,,,,,
38454,,Id:M;X:1016;Y:206,,,,,,,
38478,,Id:M;X:1017;Y:205,,,,,,,
39255,,Id:M;X:1017;Y:205,,,,,,,
39279,,Id:M;X:1023;Y:208,,,,,,,
39303,,Id:M;X:1034;Y:215,,,,,,,
39327,,Id:M;X:1051;Y:223,,,,,,,
39351,,Id:M;X:1071;Y:232,299,37.5,292.146151760599,43.4103402274336,39246.7505,39396.7489,149.998400000004
39375,,Id:M;X:1099;Y:244,,,,,,,
39399,,Id:M;X:1130;Y:257,,,,,,,
39422,,Id:M;X:1171;Y:274,,,,,,,
39446,,Id:M;X:1235;Y:297,,,,,,,
39471,,Id:M;X:1294;Y:318,,,,,,,
39495,,Id:M;X:1354;Y:335,,,,,,,
39519,,Id:M;X:1399;Y:348,,,,,,,
39543,,Id:M;X:1430;Y:360,208.5,60.5,207.570760655465,65.1601300269314,39413.4185,39613.4209,200.002399999998
39567,,Id:M;X:1448;Y:365,,,,,,,
39591,,Id:M;X:1458;Y:362,,,,,,,
39614,,Id:M;X:1459;Y:360,,,,,,,
43174,,Id:M;X:1459;Y:360;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
43382,,Id:M;X:1459;Y:360;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
43511,,Id:M;X:1459;Y:360;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
43671,,Id:M;X:1459;Y:360;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
43767,,Id:M;X:1459;Y:359,1339.5,81,1343.68972737969,84.8406111691277,43279.6569,43796.3033,516.646399999998
43767,,Id:M;X:1459;Y:359;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
45270,,Id:M;X:1459;Y:358,,,,,,,
45294,,Id:M;X:1459;Y:356,,,,,,,
45319,,Id:M;X:1460;Y:354,,,,,,,
45535,,Id:M;X:1461;Y:353,,,,,,,
45558,,Id:M;X:1462;Y:351,,,,,,,
45583,,Id:M;X:1464;Y:348,,,,,,,
45606,,Id:M;X:1464;Y:346,,,,,,,
45630,,Id:M;X:1466;Y:344,,,,,,,
45663,,Id:M;X:1466;Y:342,,,,,,,
45702,,Id:M;X:1466;Y:342,,,,,,,
45726,,Id:M;X:1467;Y:342,,,,,,,
45894,,Id:M;X:1469;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
45918,,Id:M;X:1469;Y:342,,,,,,,
46478,,Id:M;X:1470;Y:342,,,,,,,
46551,,Id:M;X:1470;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,812,40,808.174812791811,33.5112743034637,46479.6649,46771.3385,291.673599999995
46591,,Id:M;X:1470;Y:342,,,,,,,
46591,,Id:M;X:1470;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
46614,,Id:M;X:1471;Y:342,,,,,,,
46639,,Id:M;X:1472;Y:342,,,,,,,
47174,,Id:M;X:1473;Y:342,,,,,,,
47199,,Id:M;X:1474;Y:342,,,,,,,
47199,,Id:M;X:1474;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47215,,Id:M;X:1474;Y:342,,,,,,,
47230,,Id:M;X:1474;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47255,,Id:M;X:1475;Y:342,,,,,,,
47318,,Id:M;X:1475;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47367,,Id:M;X:1475;Y:342,375,84.5,376.699158048876,100.126851389677,47154.6785,47621.3681,466.689599999998
47566,,Id:M;X:1475;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
47622,,Id:M;X:1475;Y:342,,,,,,,
47662,,Id:M;X:1476;Y:342,,,,,,,
47711,,Id:M;X:1476;Y:342,,,,,,,
47735,,Id:M;X:1477;Y:342,,,,,,,
47758,,Id:M;X:1478;Y:342,,,,,,,
47766,,Id:M;X:1478;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47782,,Id:M;X:1479;Y:342,,,,,,,
47790,,Id:M;X:1479;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47814,,Id:M;X:1479;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47871,,Id:M;X:1479;Y:342,,,,,,,
47871,,Id:M;X:1479;Y:342;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,,,,,,,
47958,,Id:M;X:1480;Y:342,,,,,,,
47990,,Id:M;X:1480;Y:342,,,,,,,
48110,,Id:M;X:1481;Y:342,,,,,,,
48135,,Id:M;X:1483;Y:341,,,,,,,
48303,,Id:M;X:1483;Y:341,,,,,,,
48326,,Id:M;X:1483;Y:341,,,,,,,
48351,,Id:M;X:1481;Y:341,1243,83.5,1235.33684417296,78.1466795469735,48196.3817,48404.6841,208.3024
48375,,Id:M;X:1479;Y:341,1227,73.5,1235.33684417296,78.1466795469735,48196.3817,48404.6841,208.3024
48399,,Id:M;X:1475;Y:341,,,,,,,
48423,,Id:M;X:1471;Y:341,,,,,,,
48446,,Id:M;X:1467;Y:341,,,,,,,
48470,,Id:M;X:1465;Y:341,,,,,,,
48495,,Id:M;X:1461;Y:340,,,,,,,
48518,,Id:M;X:1456;Y:338,,,,,,,
48542,,Id:M;X:1450;Y:335,1379,107,1380.18866588109,82.9857408448035,48446.3529,48646.3657,200.012799999997
48567,,Id:M;X:1447;Y:333,1372,81.5,1380.18866588109,82.9857408448035,48446.3529,48646.3657,200.012799999997
48590,,Id:M;X:1445;Y:332,,,,,,,
48615,,Id:M;X:1444;Y:330,,,,,,,
49487,,Id:M;X:1443;Y:330,,,,,,,
49510,,Id:M;X:1443;Y:330,,,,,,,
49535,,Id:M;X:1441;Y:330,,,,,,,
49567,,Id:M;X:1440;Y:330,922.5,129.5,940.943723102177,139.231867759612,49529.7017,49696.3841,166.682399999991
49590,,Id:M;X:1437;Y:331,,,,,,,
49615,,Id:M;X:1432;Y:333,,,,,,,
49639,,Id:M;X:1424;Y:337,,,,,,,
49662,,Id:M;X:1405;Y:345,,,,,,,
49686,,Id:M;X:1374;Y:350,,,,,,,
49711,,Id:M;X:1333;Y:356,,,,,,,
49735,,Id:M;X:1292;Y:365,,,,,,,
49759,,Id:M;X:1246;Y:374,908.5,175.5,903.111111111111,158.944444444444,49713.0449,49788.0441,74.9991999999984
49783,,Id:M;X:1206;Y:380,,,,,,,
49807,,Id:M;X:1165;Y:387,,,,,,,
49830,,Id:M;X:1128;Y:395,,,,,,,
49855,,Id:M;X:1098;Y:406,,,,,,,
49878,,Id:M;X:1072;Y:417,,,,,,,
49902,,Id:M;X:1047;Y:427,,,,,,,
49926,,Id:M;X:1029;Y:432,,,,,,,
49951,,Id:M;X:1020;Y:427,503,268.5,492.21052631579,265.421052631579,49821.3745,49979.7049,158.330399999999
49974,,Id:M;X:1022;Y:415,,,,,,,
50255,,Id:M;X:1023;Y:413,,,,,,,
50278,,Id:M;X:1048;Y:413,,,,,,,
50303,,Id:M;X:1074;Y:418,,,,,,,
50326,,Id:M;X:1091;Y:420,,,,,,,
50350,,Id:M;X:1102;Y:420,,,,,,,
50375,,Id:M;X:1109;Y:420,539.5,277.5,530.791757358492,273.141526214022,50254.7113,50446.4017,191.6904
50399,,Id:M;X:1115;Y:424,,,,,,,
50423,,Id:M;X:1116;Y:426,,,,,,,
50446,,Id:M;X:1116;Y:429,,,,,,,
50471,,Id:M;X:1115;Y:432,,,,,,,
50494,,Id:M;X:1113;Y:433,,,,,,,
50519,,Id:M;X:1111;Y:435,,,,,,,
50542,,Id:M;X:1110;Y:435,672.5,259.5,,,,,
52135,,Id:M;X:1109;Y:436,,,,,,,
52542,,Id:M;X:1109;Y:436,,,,,,,
52567,,Id:M;X:1107;Y:436,,,,,,,
52590,,Id:M;X:1104;Y:438,,,,,,,
52615,,Id:M;X:1099;Y:440,,,,,,,
52638,,Id:M;X:1093;Y:443,,,,,,,
52662,,Id:M;X:1086;Y:443,,,,,,,
52687,,Id:M;X:1079;Y:445,,,,,,,
52710,,Id:M;X:1072;Y:445,,,,,,,
52735,,Id:M;X:1066;Y:446,193.5,392,207.758943573962,396.887057625209,52688.6713,52955.3753,266.703999999998
52759,,Id:M;X:1062;Y:446,210,405,207.758943573962,396.887057625209,52688.6713,52955.3753,266.703999999998
52783,,Id:M;X:1059;Y:446,,,,,,,
52806,,Id:M;X:1056;Y:446,,,,,,,
52830,,Id:M;X:1054;Y:447,,,,,,,
52855,,Id:M;X:1051;Y:447,,,,,,,
52878,,Id:M;X:1049;Y:448,,,,,,,
52902,,Id:M;X:1047;Y:449,,,,,,,
52934,,Id:M;X:1045;Y:450,,,,,,,
53190,,Id:M;X:1045;Y:450,,,,,,,
53214,,Id:M;X:1045;Y:448,,,,,,,
53239,,Id:M;X:1045;Y:446,,,,,,,
54151,,Id:M;X:1045;Y:446,961.5,369.5,971.07886067955,378.842066439308,54138.6873,54305.3593,166.671999999991
54183,,Id:M;X:1045;Y:445,,,,,,,
57719,,Id:M;X:1045;Y:445,,,,,,,
57742,,Id:M;X:1044;Y:446,,,,,,,
57767,,Id:M;X:1043;Y:447,,,,,,,
57790,,Id:M;X:1042;Y:449,,,,,,,
57815,,Id:M;X:1041;Y:452,,,,,,,
57839,,Id:M;X:1039;Y:455,,,,,,,
57862,,Id:M;X:1036;Y:460,,,,,,,
57886,,Id:M;X:1032;Y:467,,,,,,,
57910,,Id:M;X:1026;Y:475,,,,,,,
57935,,Id:M;X:1018;Y:484,340,517.5,326.600311012134,501.600383005683,57913.7273,58030.4033,116.676000000007
57958,,Id:M;X:1010;Y:493,,,,,,,
57983,,Id:M;X:1006;Y:494,,,,,,,
58006,,Id:M;X:1004;Y:492,,,,,,,
58031,,Id:M;X:1002;Y:489,,,,,,,
58055,,Id:M;X:1002;Y:487,,,,,,,
58095,,Id:M;X:1002;Y:486,,,,,,,
58119,,Id:M;X:1002;Y:486,,,,,,,
58151,,Id:M;X:1003;Y:487,295,518,289.282608695652,517.934782608696,58047.0641,58238.7313,191.667199999996
58254,,Id:M;X:1003;Y:487,,,,,,,
58318,,Id:M;X:1003;Y:488,589,544,579.582017310404,512.203115028324,58272.0689,58563.7401,291.671199999997
58342,,Id:M;X:1002;Y:488,,,,,,,
58366,,Id:M;X:1001;Y:489,,,,,,,
58399,,Id:M;X:1000;Y:490,,,,,,,
58423,,Id:M;X:999;Y:491,,,,,,,
58446,,Id:M;X:998;Y:492,,,,,,,
58470,,Id:M;X:997;Y:493,,,,,,,
58494,,Id:M;X:997;Y:494,,,,,,,
58519,,Id:M;X:995;Y:495,,,,,,,
58542,,Id:M;X:994;Y:496,,,,,,,
58567,,Id:M;X:994;Y:497,,,,,,,
58590,,Id:M;X:993;Y:498,,,,,,,
58630,,Id:M;X:993;Y:498,,,,,,,
59110,,Id:M;X:993;Y:498,,,,,,,
59246,,Id:M;X:993;Y:498,,,,,,,
59470,,Id:M;X:993;Y:497,,,,,,,
59495,,Id:M;X:993;Y:496,,,,,,,
59526,,Id:M;X:993;Y:496,1117,527.5,,,,,
60495,,Id:M;X:992;Y:496,,,,,,,
60551,,Id:M;X:992;Y:496,812,613.5,827.992584206499,616.613002435868,60547.0769,60772.0785,225.001600000003
60662,,Id:M;X:991;Y:496,,,,,,,
60687,,Id:M;X:991;Y:497,,,,,,,
60711,,Id:M;X:990;Y:498,,,,,,,
60735,,Id:M;X:990;Y:500,806,611.5,827.992584206499,616.613002435868,60547.0769,60772.0785,225.001600000003
60758,,Id:M;X:989;Y:502,,,,,,,
60783,,Id:M;X:988;Y:505,,,,,,,
60806,,Id:M;X:987;Y:510,,,,,,,
60830,,Id:M;X:987;Y:513,,,,,,,
60854,,Id:M;X:987;Y:517,,,,,,,
60878,,Id:M;X:985;Y:526,,,,,,,
60902,,Id:M;X:984;Y:532,,,,,,,
60926,,Id:M;X:984;Y:538,721.5,762.5,731.300851716229,750.999006632156,60797.0881,60955.4529,158.364800000003
60951,,Id:M;X:984;Y:546,726,727.5,731.300851716229,750.999006632156,60797.0881,60955.4529,158.364800000003
60974,,Id:M;X:984;Y:551,,,,,,,
60999,,Id:M;X:982;Y:554,,,,,,,
61022,,Id:M;X:979;Y:555,,,,,,,
61046,,Id:M;X:976;Y:555,,,,,,,
61071,,Id:M;X:972;Y:554,,,,,,,
61094,,Id:M;X:970;Y:552,,,,,,,
61119,,Id:M;X:968;Y:551,,,,,,,
61143,,Id:M;X:967;Y:550,723.5,742.5,694.604166666667,744.4375,60972.0809,61172.0817,200.000799999994
61263,,Id:M;X:967;Y:549,,,,,,,
61287,,Id:M;X:968;Y:549,,,,,,,
61311,,Id:M;X:970;Y:549,,,,,,,
61334,,Id:M;X:971;Y:550,,,,,,,
61366,,Id:M;X:972;Y:552,,,,,,,
61390,,Id:M;X:972;Y:552,,,,,,,
61422,,Id:M;X:973;Y:554,,,,,,,
61447,,Id:M;X:973;Y:555,,,,,,,
61471,,Id:M;X:974;Y:556,,,,,,,
61494,,Id:M;X:975;Y:557,,,,,,,
61526,,Id:M;X:976;Y:558,939,706.5,964.742964297999,733.065813795343,61405.4177,61638.7609,233.343199999996
61551,,Id:M;X:977;Y:559,963,718,964.742964297999,733.065813795343,61405.4177,61638.7609,233.343199999996
61574,,Id:M;X:977;Y:559,,,,,,,
62310,,Id:M;X:977;Y:560,956,720.5,968.549933582306,729.837374836362,62097.0929,62355.4297,258.33679999999
63718,,Id:M;X:977;Y:560;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
64150,,Id:M;X:977;Y:560;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
64215,,Id:M;X:977;Y:560;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
64374,,Id:M;X:977;Y:560;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,,,,,,,
64550,,Id:M;X:977;Y:560,,,,,,,
64727,,Id:M;X:977;Y:560,,,,,,,
64750,,Id:M;X:977;Y:557,,,,,,,
64774,,Id:M;X:975;Y:551,,,,,,,
64799,,Id:M;X:974;Y:545,,,,,,,
64823,,Id:M;X:974;Y:540,,,,,,,
65174,,Id:M;X:974;Y:540,,,,,,,
65199,,Id:M;X:973;Y:543,,,,,,,
65223,,Id:M;X:972;Y:547,,,,,,,
65246,,Id:M;X:970;Y:550,,,,,,,
65271,,Id:M;X:967;Y:553,,,,,,,
65294,,Id:M;X:964;Y:554,,,,,,,
65319,,Id:M;X:957;Y:557,,,,,,,
65343,,Id:M;X:945;Y:563,,,,,,,
65367,,Id:M;X:933;Y:568,860.5,522.5,855.2375,539.95,65263.1969,65596.5281,333.331199999993
65390,,Id:M;X:925;Y:572,,,,,,,
65414,,Id:M;X:919;Y:574,,,,,,,
65439,,Id:M;X:915;Y:576,,,,,,,
65462,,Id:M;X:913;Y:578,,,,,,,
65486,,Id:M;X:912;Y:580,,,,,,,
65575,,Id:M;X:911;Y:582,,,,,,,
65607,,Id:M;X:911;Y:583,,,,,,,
65630,,Id:M;X:911;Y:584,,,,,,,
65662,,Id:M;X:911;Y:586,,,,,,,
65695,,Id:M;X:910;Y:587,,,,,,,
65750,,Id:M;X:910;Y:587,,,,,,,
66071,,Id:M;X:910;Y:587,,,,,,,
66095,,Id:M;X:909;Y:587,,,,,,,
66119,,Id:M;X:908;Y:583,,,,,,,
66142,,Id:M;X:906;Y:578,698.5,576.5,,,,,
66166,,Id:M;X:905;Y:572,,,,,,,
66190,,Id:M;X:905;Y:568,,,,,,,
66215,,Id:M;X:908;Y:565,,,,,,,
66238,,Id:M;X:911;Y:564,,,,,,,
66262,,Id:M;X:913;Y:564,,,,,,,
66287,,Id:M;X:915;Y:564,,,,,,,
66311,,Id:M;X:917;Y:564,,,,,,,
66335,,Id:M;X:918;Y:564,,,,,,,
66359,,Id:M;X:920;Y:564,185,604.5,210.965488507158,615.887285137258,66338.2081,66963.2113,625.003200000007
66382,,Id:M;X:921;Y:563,,,,,,,
66406,,Id:M;X:922;Y:563,,,,,,,
66439,,Id:M;X:924;Y:562,,,,,,,
66470,,Id:M;X:926;Y:562,,,,,,,
66495,,Id:M;X:928;Y:562,,,,,,,
66518,,Id:M;X:929;Y:561,,,,,,,
66543,,Id:M;X:931;Y:560,,,,,,,
66590,,Id:M;X:932;Y:560,,,,,,,
