Timestamp,Corrected.Gaze.X,Corrected.Gaze.Y,Fixation.Start,Fixation.End,Fixation.Duration,Corrected.Fixation.X,Corrected.Fixation.Y
116251,,,,,,,
116254,884.5,830.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116262,894,830,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116271,895,848.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116279,890,838,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116287,895,838.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116296,887.5,853,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116304,891.5,842,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116312,867.5,853.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116321,891,857.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116329,890,844.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116337,874,859.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116346,887,864,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116354,887.5,847,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116362,882.5,831.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116371,889,845.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116379,881,840,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116387,869.5,856.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116396,882.5,862.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116404,868,855,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116412,876,841.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116421,881.5,836,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116429,885.5,836.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116437,885.5,850.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116446,886,832,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116454,876,832,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116462,858,833.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116471,874,826,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116479,886,846,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116487,882.5,848.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116496,886,835.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116504,880,821,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116512,869,859,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116521,882,865,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116529,879.5,840,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116537,881,830.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116546,880.5,851,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116554,879,841.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116562,887.5,850,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116571,870.5,851.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116579,864,838.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116587,865.5,827,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116596,870,857,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116604,869,839,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116612,875.5,839,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116621,883.5,842.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116629,886.5,835.5,116124.8296,116633.1792,508.349600000001,876.491743461738,844.39785957566
116637,859.5,849.5,,,,,
116646,843.5,703,,,,,
116654,826,619.5,,,,,
116662,857,519,,,,,
116671,816.5,513.5,,,,,
116679,802,512.5,,,,,
116687,799.5,532,,,,,
116696,819.5,536,,,,,
116704,803,517.5,,,,,
116712,834.5,510,,,,,
116721,802,531.5,,,,,
116729,809.5,539.5,,,,,
116737,804,526,,,,,
116746,819,501,,,,,
116754,850,519.5,,,,,
116762,844.5,497,,,,,
116771,837,518.5,,,,,
116779,833,503,,,,,
116787,841,499,,,,,
116796,843,499,,,,,
116804,829.5,505,,,,,
116812,813.5,503,,,,,
116821,844.5,394.5,,,,,
116829,854.5,367.5,,,,,
116837,834,353.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116846,844.5,364,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116854,828.5,364,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116862,838.5,408,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116871,828.5,407.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116879,828.5,390.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116887,824.5,368.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116896,827.5,347.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116904,832.5,364,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
116912,823.5,357.5,116833.1792,116966.5672,133.387999999992,829.98148607398,371.729790759224
