Timestamp,Corrected.Gaze.X,Corrected.Gaze.Y,Fixation.Start,Fixation.End,Fixation.Duration,Corrected.Fixation.X,Corrected.Fixation.Y
63365,856,816.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63374,846.5,812,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63382,857,809,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63391,849.5,830.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63399,853,827.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63407,843,816,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63415,863,811,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63424,862.5,821,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63432,848.5,805.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63441,851.5,807,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63449,860.5,792,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63457,852.5,815.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63465,868,812,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63474,860.5,783,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63482,864.5,809.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63491,861,807.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63499,863.5,807,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63507,851,811,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63515,853.5,810.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63524,854.5,819,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63532,856,820,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63541,852,803.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63549,843.5,804,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63557,847.5,794.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63566,859.5,800,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63574,864,821.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63582,859,800.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63591,870.5,790,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63599,869.5,798,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63607,859.5,797,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63615,855.5,804,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63624,852.5,814.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63632,846.5,796.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63641,858,799.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63649,861,830,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63657,874,812,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63665,868,798.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63674,852,795,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63682,849,810,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63691,852,798.5,62903.0463,63694.7671,791.720799999996,852.596557554432,806.394738462793
63699,853.5,815,,,,,
63707,880.5,831,,,,,
63716,985.5,778.5,,,,,
63724,971.5,783.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63732,981,790,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63741,983.5,772,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63749,973,779.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63757,971,787.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63765,982.5,773.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63774,969.5,749,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63782,963,749.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63791,969.5,774,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63799,976.5,783.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63807,968.5,778.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63816,963,786.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63824,983.5,801,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63832,969,790.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63841,983.5,781.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63849,974.5,782.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63857,963,769.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63865,980.5,780,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63874,974.5,786,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63882,959.5,790.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63891,982.5,753.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63899,968.5,785.5,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
63907,969.5,787,63719.7543,64186.4495,466.695200000002,968.98235026752,782.510157571595
