Timestamp,Corrected.Gaze.X,Corrected.Gaze.Y,Fixation.Start,Fixation.End,Fixation.Duration,Corrected.Fixation.X,Corrected.Fixation.Y
120881,,,,,,,
120882,855.5,801,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120890,867.5,823.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120899,842,815,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120907,863,809,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120916,842.5,807.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120924,840,805.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120932,850.5,816,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120940,841,803.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120949,844.5,817.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120957,845,821,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120966,847.5,824.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120974,839,818,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120982,847,790.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120990,841,805,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
120999,854.5,800,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121007,855,796.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121016,805,780.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121024,849,803.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121032,851.5,794.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121040,842,794.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121049,842.5,810,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121057,855.5,806,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121066,858,798,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121074,852,779.5,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
121082,866.5,812,120436.2666,121211.2842,775.017599999992,853.540516105077,800.495549289083
