Timestamp,Corrected.Gaze.X,Corrected.Gaze.Y,Fixation.Start,Fixation.End,Fixation.Duration,Corrected.Fixation.X,Corrected.Fixation.Y
104172,867.5,782.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104180,878.5,795,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104189,879,801,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104197,869.5,802.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104206,898,787.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104214,893.5,772,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104222,898.5,784.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104230,901,781.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104239,932,786.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104247,901.5,788,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104256,896.5,771,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104264,880.5,804,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104272,890,783,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104280,893.5,792,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104289,892.5,793,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104297,896.5,779.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104306,881.5,773,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104314,897.5,779,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104322,888,782,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104330,900,783,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104339,903,784,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104347,872.5,773,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104356,892,788.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104364,896.5,790,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104372,893,782,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104380,894.5,764.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104389,881,768,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104397,886.5,792.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104406,886.5,790,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104414,891,786,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104422,900,790.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104430,898,785.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104439,900.5,772.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104447,890,770,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104456,890,772.5,104009.6471,104459.6679,450.020799999998,890.139981396494,786.194647080597
104464,890.5,766.5,,,,,
104472,923,773.5,,,,,
104480,856,693,,,,,
104489,893,483.5,,,,,
104497,893.5,239,,,,,
104506,835,105,,,,,
104514,816,97.5,,,,,
104522,805.5,107.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104530,806,85,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104539,791,67,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104547,791.5,76.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104556,798,82,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104564,807,76.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104572,813.5,87.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104580,807.5,104,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104589,804.5,94.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104597,800.5,74.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104606,796,86,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104614,796,79.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104622,789.5,72,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104630,797,70.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104639,816,87,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104647,825.5,84.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104656,828,70.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104664,827.5,68.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104672,813.5,64,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104680,819,67,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104689,800,71.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104697,808,73,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104706,808.5,76,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104714,813.5,76.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104722,815,84,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104730,800,85.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
104739,792,85.5,104517.9911,105234.6591,716.667999999991,801.885139906527,87.200185652057
